tourney_id;tourney_name;surface;draw_size;tourney_level;tourney_date;match_num;winner_id;winner_seed;winner_entry;winner_name;winner_hand;winner_ht;winner_ioc;winner_age;winner_rank;winner_rank_points;loser_id;loser_seed;loser_entry;loser_name;loser_hand;loser_ht;loser_ioc;loser_age;loser_rank;loser_rank_points;score;best_of;round;minutes;w_ace;w_df;w_svpt;w_1stIn;w_1stWon;w_2ndWon;w_SvGms;w_bpSaved;w_bpFaced;l_ace;l_df;l_svpt;l_1stIn;l_1stWon;l_2ndWon;l_SvGms;l_bpSaved;l_bpFaced;;;;;;;;;;;;;;;;;;;;
2015-314;Gstaad;Clay;28;A;20150727;23;106233;3;;Dominic Thiem;R;;AUT;21.8945927447;24;1475;105807;7;;Pablo Carreno Busta;R;;ESP;24.0410677618;60;790;6-4 3-6 6-2;3;QF;;4;2;67;48;36;13;13;1;2;2;1;80;56;43;10;14;5;8;;;;;;;;;;;;;;;;;;;;
2015-6120;Nice;Clay;28;A;20150517;25;104919;4;;Leonardo Mayer;R;188;ARG;28.0082135524;24;1487;106432;;;Borna Coric;R;;CRO;18.5051334702;53;890;6-4 6-3;3;SF;86;9;3;76;46;33;18;10;11;11;0;1;46;32;25;7;9;0;2;;;;;;;;;;;;;;;;;;;;
2015-421;Canada Masters;Hard;56;M;20150810;21;104542;10;;Jo Wilfried Tsonga;R;188;FRA;30.3134839151;24;1475;106432;;;Borna Coric;R;;CRO;18.7351129363;36;1109;6-4 6-4;3;R64;;11;2;52;30;25;12;10;0;2;1;2;60;32;20;12;10;2;6;;;;;;;;;;;;;;;;;;;;
2015-421;Canada Masters;Hard;56;M;20150810;38;104542;10;;Jo Wilfried Tsonga;R;188;FRA;30.3134839151;24;1475;105138;;;Roberto Bautista Agut;R;;ESP;27.3210130048;20;1555;5-7 7-6(6) 7-5;3;R32;;16;4;101;64;50;26;18;4;7;4;3;105;67;49;23;18;1;4;;;;;;;;;;;;;;;;;;;;
2012-540;Wimbledon;Grass;128;G;20120625;36;104053;30;;Andy Roddick;R;188;USA;29.8206707734;25;1395;104779;;WC;Jamie Baker;R;;GBR;25.8891170431;186;275;7-6(1) 6-4 7-5;5;R128;181;14;1;130;97;70;17;17;5;5;6;2;107;67;49;20;17;7;9;;;;;;;;;;;;;;;;;;;;
2013-1720;Bangkok;Hard;28;A;20130923;7;103852;6;;Feliciano Lopez;L;188;ESP;32.0082135524;25;1435;111513;;WC;Laslo Djere;R;;SRB;18.3107460643;616;42;6-3 6-3;3;R32;71;9;0;45;33;29;7;9;0;0;6;2;69;42;27;11;9;4;7;;;;;;;;;;;;;;;;;;;;
2013-321;Stuttgart;Clay;28;A;20130708;20;104259;2;;Philipp Kohlschreiber;R;178;GER;29.7275838467;25;1535;105472;;Q;Nils Langer;U;;GER;23.4496919918;309;142;7-5 6-2;3;R16;74;4;2;64;37;27;16;10;5;6;2;4;58;36;24;9;10;2;6;;;;;;;;;;;;;;;;;;;;
2013-311;Queen's Club;Grass;56;A;20130610;10;105332;9;;Benoit Paire;R;196;FRA;24.090349076;25;1450;104779;;Q;Jamie Baker;R;;GBR;26.8473648186;295;152;7-5 6-2;3;R64;60;9;1;58;34;27;13;10;3;4;2;1;55;34;22;9;10;5;9;;;;;;;;;;;;;;;;;;;;
2013-540;Wimbledon;Grass;128;G;20130624;66;104871;28;;Jeremy Chardy;R;188;FRA;26.3627652293;25;1441;105526;;Q;Jan Lennard Struff;R;;GER;23.1649555099;115;489;6-2 5-7 7-6(6) 7-6(4);5;R64;181;23;9;134;85;67;31;22;3;5;12;5;152;86;64;35;22;7;10;;;;;;;;;;;;;;;;;;;;
2013-429;Stockholm;Hard;28;A;20131014;19;105332;6;;Benoit Paire;R;196;FRA;24.4353182752;25;1380;105807;;;Pablo Carreno Busta;R;;ESP;22.2587268994;66;735;6-4 6-4;3;R16;69;5;3;73;43;31;13;10;6;8;2;1;60;37;22;11;10;2;6;;;;;;;;;;;;;;;;;;;;
2013-560;US Open;Hard;128;G;20130826;60;104259;22;;Philipp Kohlschreiber;R;178;GER;29.8617385352;25;1445;123768;;WC;Collin Altamirano;R;;USA;17.7193702943;;;6-1 6-3 6-1;5;R128;85;10;4;62;36;31;16;11;0;0;3;3;74;43;27;8;12;5;12;;;;;;;;;;;;;;;;;;;;
2014-D018;Davis Cup WG PO: ISR vs ARG;Hard;4;D;20140912;1;104919;;;Leonardo Mayer;R;188;ARG;27.318275154;25;1399;106299;;;Bar Tzuf Botzer;R;;ISR;20.5201916496;776;26;6-4 3-6 6-2 6-1;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-5014;Shanghai Masters;Hard;56;M;20141005;7;104919;;;Leonardo Mayer;R;188;ARG;27.394934976;25;1339;105842;;WC;Di Wu;R;;CHN;23.06091718;230;209;6-4 6-1;3;R64;65;6;1;47;34;33;2;8;4;4;1;2;56;31;17;13;9;1;5;;;;;;;;;;;;;;;;;;;;
2014-560;US Open;Hard;128;G;20140825;5;104259;22;;Philipp Kohlschreiber;R;178;GER;30.8583162218;25;1505;105487;;Q;Facundo Bagnis;L;;ARG;24.4900752909;109;536;6-2 7-6(3) 6-3;5;R128;98;16;7;81;40;36;26;15;1;2;5;9;87;44;33;19;14;2;6;;;;;;;;;;;;;;;;;;;;
2014-421;Canada Masters;Hard;56;M;20140804;16;103852;;;Feliciano Lopez;L;188;ESP;32.8706365503;25;1500;105138;14;;Roberto Bautista Agut;R;;ESP;26.3052703628;16;1785;7-6(7) 6-3;3;R64;88;13;0;72;42;31;20;11;7;8;2;3;66;44;31;11;10;4;6;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;4;104312;25;;Andreas Seppi;R;190;ITA;31.523613963;25;1430;126205;;Q;Tommy Paul;U;;USA;18.288843258;437;93;6-4 6-0 7-5;5;R128;;6;6;83;42;31;22;14;4;7;0;2;88;53;29;12;14;5;13;;;;;;;;;;;;;;;;;;;;
2015-416;Rome Masters;Clay;56;M;20150510;17;104919;;;Leonardo Mayer;R;188;ARG;27.9890485969;25;1442;105943;;WC;Federico Gaio;U;;ITA;23.1813826146;277;178;6-3 6-4;3;R64;72;6;2;51;33;26;12;10;2;3;2;4;50;32;23;7;9;0;3;;;;;;;;;;;;;;;;;;;;
2015-540;Wimbledon;Grass;128;G;20150629;44;103333;23;;Ivo Karlovic;R;208;CRO;36.3312799452;25;1385;111200;;Q;Elias Ymer;R;;SWE;19.2169746749;133;417;6-7(2) 6-2 6-4 7-6(2);5;R128;;42;8;124;76;70;26;21;1;1;7;8;142;85;65;27;21;4;7;;;;;;;;;;;;;;;;;;;;
2015-403;Miami Masters;Hard;96;M;20150325;62;104198;23;;Guillermo Garcia Lopez;R;188;ESP;31.8001368925;25;1415;105526;;;Jan Lennard Struff;R;;GER;24.9089664613;72;671;6-4 6-4;3;R64;88;2;2;62;26;17;23;10;4;6;6;5;62;36;25;7;10;1;5;;;;;;;;;;;;;;;;;;;;
2013-505;Santiago;Clay;28;A;20130204;15;104871;3;;Jeremy Chardy;R;188;FRA;25.9794661191;26;1343;106426;;WC;Christian Garin;R;;CHI;16.6844626968;920;11;4-6 6-3 6-2;3;R16;103;3;6;88;57;41;19;14;9;10;3;3;72;38;28;20;13;5;8;;;;;;;;;;;;;;;;;;;;
2014-540;Wimbledon;Grass;128;G;20140623;83;103852;19;;Feliciano Lopez;L;188;ESP;32.7556468172;26;1455;105302;;Q;Ante Pavic;U;;CRO;25.2950034223;163;345;6-4 7-6(4) 7-5;5;R64;114;11;2;87;49;43;30;17;2;2;15;9;101;55;44;24;17;6;8;;;;;;;;;;;;;;;;;;;;
2014-540;Wimbledon;Grass;128;G;20140623;37;103852;19;;Feliciano Lopez;L;188;ESP;32.7556468172;26;1455;105216;;Q;Yuichi Sugita;R;;JPN;25.7604380561;145;399;7-6(6) 7-6(6) 7-6(7);5;R128;165;20;5;116;69;59;27;18;6;7;18;5;147;95;71;23;18;3;4;;;;;;;;;;;;;;;;;;;;
2014-321;Stuttgart;Clay;28;A;20140707;7;104259;5;;Philipp Kohlschreiber;R;178;GER;30.7241615332;26;1475;105526;;;Jan Lennard Struff;R;;GER;24.1998631075;71;706;6-4 6-3;3;R32;74;2;1;64;37;24;16;9;4;5;0;4;65;38;24;12;10;5;9;;;;;;;;;;;;;;;;;;;;
2014-1536;Madrid Masters;Clay;56;M;20140504;24;105227;;;Marin Cilic;R;198;CRO;25.5989048597;26;1330;105311;;;Joao Sousa;R;;POR;25.0978781656;40;1050;6-1 6-1;3;R64;54;7;4;38;20;18;12;7;1;1;1;0;42;22;9;8;7;2;7;;;;;;;;;;;;;;;;;;;;
2015-308;Munich;Clay;28;A;20150427;26;104259;5;;Philipp Kohlschreiber;R;178;GER;31.5290896646;26;1395;105589;;Q;Gerald Melzer;L;;AUT;24.7885010267;186;259;2-6 6-1 6-4;3;SF;97;6;3;67;46;35;10;12;2;4;5;0;80;51;30;15;13;9;13;;;;;;;;;;;;;;;;;;;;
2015-540;Wimbledon;Grass;128;G;20150629;66;106071;27;;Bernard Tomic;R;193;AUS;22.6858316222;26;1355;105732;;Q;Pierre Hugues Herbert;R;;FRA;24.2819986311;151;353;7-6(3) 6-4 7-6(5);5;R64;;9;1;102;73;60;20;17;4;4;21;4;107;58;47;30;17;0;1;;;;;;;;;;;;;;;;;;;;
2015-573;Valencia;Hard;28;A;20151026;19;104198;6;;Guillermo Garcia Lopez;R;188;ESP;32.3942505133;26;1430;106121;;Q;Taro Daniel;R;;JPN;22.7433264887;120;467;6-3 6-4;3;R16;;8;7;69;28;21;16;9;5;8;5;4;78;46;28;9;10;9;15;;;;;;;;;;;;;;;;;;;;
2015-308;Munich;Clay;28;A;20150427;17;104259;5;;Philipp Kohlschreiber;R;178;GER;31.5290896646;26;1395;100644;;WC;Alexander Zverev;R;;GER;18.0177960301;119;468;6-2 6-4;3;R16;63;5;0;46;38;29;7;9;1;2;3;3;51;31;18;9;9;0;4;;;;;;;;;;;;;;;;;;;;
2015-540;Wimbledon;Grass;128;G;20150629;4;106071;27;;Bernard Tomic;R;193;AUS;22.6858316222;26;1355;105526;;;Jan Lennard Struff;R;;GER;25.1772758385;112;478;6-3 3-6 2-6 6-2 6-3;5;R128;;19;3;128;94;65;18;22;7;11;25;15;134;80;61;20;21;9;14;;;;;;;;;;;;;;;;;;;;
2015-520;Roland Garros;Clay;128;G;20150524;4;106071;27;;Bernard Tomic;R;193;AUS;22.5900068446;26;1320;104563;;Q;Luca Vanni;U;;ITA;29.9712525667;102;505;6-3 3-6 6-3 6-4;5;R128;152;7;1;127;83;61;24;19;5;6;9;3;118;65;42;33;18;7;10;;;;;;;;;;;;;;;;;;;;
2015-6003;Kuala Lumpur;Hard;28;A;20150928;6;104871;6;;Jeremy Chardy;R;188;FRA;28.6242299795;26;1435;100644;;;Alexander Zverev;R;;GER;18.4394250513;78;652;3-6 6-3 6-2;3;R32;;6;2;66;31;27;21;13;2;4;3;5;90;56;33;16;13;3;7;;;;;;;;;;;;;;;;;;;;
2015-533;Sao Paulo;Clay;28;A;20150209;18;104926;3;;Fabio Fognini;R;178;ITA;27.7152635181;26;1380;106043;;;Diego Sebastian Schwartzman;R;;ARG;22.4832306639;66;770;6-3 1-6 6-2;3;R16;98;5;5;87;43;23;22;12;9;14;7;4;76;48;29;10;12;2;8;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;74;103990;26;;Tommy Robredo;R;180;ESP;33.3333333333;26;1405;105032;;;Samuel Groth;R;;AUS;27.8658453114;55;843;6-4 7-6(3) 6-4;5;R64;;5;2;91;48;38;32;16;6;7;7;6;105;64;45;22;16;9;12;;;;;;;;;;;;;;;;;;;;
2015-439;Umag;Clay;28;A;20150720;27;106233;4;;Dominic Thiem;R;;AUT;21.8754277892;26;1235;105311;;;Joao Sousa;R;;POR;26.3052703628;51;881;6-4 6-1;3;F;;1;0;36;27;21;8;8;0;1;1;0;51;33;21;3;9;1;6;;;;;;;;;;;;;;;;;;;;
2015-5014;Shanghai Masters;Hard;56;M;20151011;20;104926;;;Fabio Fognini;R;178;ITA;28.386036961;26;1470;105311;;;Joao Sousa;R;;POR;26.5352498289;45;986;7-6(2) 6-3;3;R64;;3;5;59;31;26;16;11;0;2;2;4;80;40;19;23;10;8;11;;;;;;;;;;;;;;;;;;;;
2015-421;Canada Masters;Hard;56;M;20150810;19;106071;;;Bernard Tomic;R;193;AUS;22.8008213552;26;1410;105311;;;Joao Sousa;R;;POR;26.3627652293;40;1021;6-3 6-3;3;R64;;7;0;49;33;26;11;9;1;1;5;1;56;27;19;16;9;3;6;;;;;;;;;;;;;;;;;;;;
2015-308;Munich;Clay;28;A;20150427;7;104259;5;;Philipp Kohlschreiber;R;178;GER;31.5290896646;26;1395;106210;;;Jiri Vesely;L;;CZE;21.7960301164;35;1108;6-1 6-2;3;R32;56;1;0;38;23;17;11;7;0;0;2;2;50;36;15;7;8;6;11;;;;;;;;;;;;;;;;;;;;
2012-429;Stockholm;Hard;28;A;20121015;19;104022;6;;Mikhail Youzhny;R;183;RUS;30.3080082136;27;1335;105113;;WC;Patrik Rosenholm;U;;SWE;24.6132785763;436;82;6-0 6-2;3;R16;64;4;0;44;24;18;12;7;0;0;2;3;45;26;15;5;7;2;7;;;;;;;;;;;;;;;;;;;;
2012-533;Sao Paulo;Clay;28;A;20120213;15;104269;3;;Fernando Verdasco;L;188;ESP;28.2464065708;27;1320;105894;;WC;Javier Marti;R;;ESP;20.090349076;184;265;6-4 6-7(2) 7-5;3;R16;162;6;6;100;72;50;15;17;7;10;5;2;110;64;45;22;17;4;9;;;;;;;;;;;;;;;;;;;;
2013-440;s-Hertogenbosch;Grass;32;A;20130616;13;104871;5;;Jeremy Chardy;R;188;FRA;26.3436002738;27;1416;106298;;Q;Lucas Pouille;R;;FRA;19.3127994524;267;174;7-5 6-4;3;R32;84;14;2;61;35;28;15;11;3;5;7;5;78;47;29;14;11;7;11;;;;;;;;;;;;;;;;;;;;
2013-520;Roland Garros;Clay;128;G;20130527;90;104871;25;;Jeremy Chardy;R;188;FRA;26.2861054073;27;1371;105138;;;Roberto Bautista Agut;R;;ESP;25.1170431211;68;714;6-1 7-5 6-4;5;R64;122;11;4;97;62;50;17;15;0;0;1;0;84;66;42;8;14;4;8;;;;;;;;;;;;;;;;;;;;
2014-438;Moscow;Hard;28;A;20141013;7;104022;7;;Mikhail Youzhny;R;183;RUS;32.3011635866;27;1305;106066;;Q;Victor Baluda;R;;RUS;22.0342231348;466;80;6-3 6-4;3;R32;89;2;1;55;26;21;19;10;0;1;4;2;70;44;26;14;9;5;8;;;;;;;;;;;;;;;;;;;;
2014-500;Halle;Grass;28;A;20140609;14;104259;;;Philipp Kohlschreiber;R;178;GER;30.6475017112;27;1395;105732;;Q;Pierre Hugues Herbert;R;;FRA;23.227926078;135;423;6-2 6-4;3;R16;61;2;0;47;35;25;12;9;0;0;4;2;50;27;15;15;9;2;5;;;;;;;;;;;;;;;;;;;;
2014-D003;Davis Cup WG R1: GER vs ESP;;4;D;20140131;1;104259;;;Philipp Kohlschreiber;R;178;GER;30.2833675565;27;1330;105138;;;Roberto Bautista Agut;R;;ESP;25.787816564;52;885;6-2 6-4 6-2;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-560;US Open;Hard;128;G;20150831;29;104871;27;;Jeremy Chardy;R;188;FRA;28.5475701574;27;1300;126152;;WC;Ryan Shane;U;;USA;21.3771389459;1410;3;6-2 6-1 6-7(6) 6-2;5;R128;;8;4;105;67;54;25;18;5;6;17;13;119;60;47;20;17;4;11;;;;;;;;;;;;;;;;;;;;
2015-319;Kitzbuhel;Clay;28;A;20150803;15;104926;3;;Fabio Fognini;R;178;ITA;28.1943874059;27;1370;110602;;WC;Dennis Novak;R;;AUT;21.9301848049;256;186;6-1 6-2;3;R16;;0;3;50;25;20;13;8;6;7;1;5;42;25;14;3;7;3;8;;;;;;;;;;;;;;;;;;;;
2015-580;Australian Open;Hard;128;G;20150119;60;103333;23;;Ivo Karlovic;R;208;CRO;35.8904859685;27;1365;105074;;Q;Ruben Bemelmans;L;;BEL;27.0143737166;173;293;6-4 6-2 6-4;5;R128;93;19;3;69;50;46;11;14;2;2;7;6;85;51;34;18;14;7;11;;;;;;;;;;;;;;;;;;;;
2015-451;Doha;Hard;32;A;20150105;18;103333;7;;Ivo Karlovic;R;208;CRO;35.8521560575;27;1320;105932;;Q;Nikoloz Basilashvili;R;;RUS;22.8665297741;171;293;7-6(3) 6-3;3;R16;83;19;0;61;43;36;12;11;1;2;4;5;78;48;33;14;10;7;9;;;;;;;;;;;;;;;;;;;;
2015-500;Halle;Grass;32;A;20150615;20;103333;8;;Ivo Karlovic;R;208;CRO;36.2929500342;27;1250;100644;;WC;Alexander Zverev;R;;GER;18.1519507187;81;624;6-7(5) 6-3 6-3;3;R16;;21;3;82;56;49;16;15;1;1;8;6;101;58;39;25;15;4;7;;;;;;;;;;;;;;;;;;;;
2015-438;Moscow;Hard;28;A;20151019;24;105138;2;;Roberto Bautista Agut;R;;ESP;27.5126625599;27;1405;106298;;;Lucas Pouille;R;;FRA;21.6509240246;70;715;6-4 6-2;3;QF;;3;0;49;26;20;15;9;1;2;2;1;55;31;20;10;9;1;5;;;;;;;;;;;;;;;;;;;;
2015-329;Tokyo;Hard;32;A;20151005;7;104871;;;Jeremy Chardy;R;188;FRA;28.643394935;27;1365;105032;;;Samuel Groth;R;;AUS;27.961670089;53;843;6-3 2-0 RET;3;R32;;2;1;23;16;15;5;5;0;0;8;5;43;22;15;7;6;5;8;;;;;;;;;;;;;;;;;;;;
2015-540;Wimbledon;Grass;128;G;20150629;87;104312;25;;Andreas Seppi;R;190;ITA;31.3511293634;27;1280;106432;;;Borna Coric;R;;CRO;18.6201232033;40;1080;4-6 6-4 6-7(3) 6-1 6-1;5;R64;;15;4;131;84;60;25;23;5;10;12;10;166;89;55;34;23;9;19;;;;;;;;;;;;;;;;;;;;
2015-495;Dubai;Hard;32;A;20150223;23;104755;;;Richard Gasquet;R;185;FRA;28.6844626968;27;1365;105138;7;;Roberto Bautista Agut;R;;ESP;26.8610540726;17;2020;6-4 3-6 7-6(6);3;R16;141;4;3;93;55;42;20;15;4;7;11;4;114;77;51;21;16;9;12;;;;;;;;;;;;;;;;;;;;
2012-D069;Davis Cup WG PO: ITA vs CHI;Clay;4;D;20120914;1;104312;;;Andreas Seppi;R;190;ITA;28.553045859;28;1390;104503;;;Guillermo Hormazabal;U;;CHI;27.5564681725;289;158;7-5 6-1 6-2;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013-520;Roland Garros;Clay;128;G;20130527;66;105777;26;;Grigor Dimitrov;R;188;BUL;22.0314852841;28;1355;106298;;WC;Lucas Pouille;R;;FRA;19.2553045859;324;131;6-1 7-6(4) 6-1;5;R64;108;5;3;92;45;37;29;14;5;6;1;3;82;49;31;14;12;5;10;;;;;;;;;;;;;;;;;;;;
2013-1536;Madrid Masters;Clay;56;M;20130505;1;105777;;;Grigor Dimitrov;R;188;BUL;21.9739904175;28;1272;105894;;WC;Javier Marti;R;;ESP;21.3169062286;211;223;6-2 6-4;3;R64;70;2;1;43;26;23;13;9;0;0;3;0;56;35;20;12;9;2;5;;;;;;;;;;;;;;;;;;;;
2013-580;Australian Open;Hard;128;G;20130114;45;104252;25;;Florian Mayer;R;190;GER;29.2785763176;28;1215;105733;;WC;Rhyne Williams;R;;USA;21.8179329227;194;253;2-6 3-6 6-2 7-6(12) 6-1;5;R128;202;9;2;146;105;77;19;21;8;11;15;8;152;91;70;28;23;11;16;;;;;;;;;;;;;;;;;;;;
2013-429;Stockholm;Hard;28;A;20131014;17;105777;7;;Grigor Dimitrov;R;188;BUL;22.4147843943;28;1340;105526;;;Jan Lennard Struff;R;;GER;23.4715947981;117;496;6-1 6-3;3;R16;61;8;2;41;23;22;10;8;0;0;1;1;55;40;21;7;8;4;8;;;;;;;;;;;;;;;;;;;;
2013-338;Sydney;Hard;28;A;20130107;10;104252;5;;Florian Mayer;R;190;GER;29.2594113621;28;1215;105311;;Q;Joao Sousa;R;;POR;23.7754962355;100;546;6-1 6-2;3;R32;50;4;1;40;28;24;9;8;2;2;1;1;43;25;17;4;7;3;7;;;;;;;;;;;;;;;;;;;;
2014-580;Australian Open;Hard;128;G;20140113;71;105332;27;;Benoit Paire;R;196;FRA;24.6844626968;28;1300;106401;;WC;Nick Kyrgios;R;;AUS;18.7159479808;183;277;6-7(5) 6-7(5) 6-4 6-2 6-2;5;R64;200;32;5;161;82;69;46;25;8;10;24;11;186;124;87;26;25;17;24;;;;;;;;;;;;;;;;;;;;
2014-328;Basel;Hard;32;A;20141020;30;105676;7;;David Goffin;R;163;BEL;23.8685831622;28;1278;106432;;WC;Borna Coric;R;;CRO;17.9301848049;124;447;6-4 3-6 6-3;3;SF;126;10;6;84;39;32;26;14;2;3;10;7;96;56;42;20;14;5;7;;;;;;;;;;;;;;;;;;;;
2014-319;Kitzbuhel;Clay;28;A;20140727;20;104719;2;;Marcel Granollers;R;190;ESP;28.2929500342;28;1285;106043;;;Diego Sebastian Schwartzman;R;;ARG;21.9466119097;100;569;6-3 6-4;3;R16;80;3;1;58;35;21;12;10;1;4;0;2;52;33;16;7;9;0;5;;;;;;;;;;;;;;;;;;;;
2014-520;Roland Garros;Clay;128;G;20140526;75;104792;23;;Gael Monfils;R;193;FRA;27.7316906229;28;1390;105526;;;Jan Lennard Struff;R;;GER;24.0848733744;62;753;7-6(4) 6-4 6-1;5;R64;133;8;10;110;65;45;21;15;12;16;3;2;91;57;32;15;14;0;7;;;;;;;;;;;;;;;;;;;;
2014-328;Basel;Hard;32;A;20141020;9;105676;7;;David Goffin;R;163;BEL;23.8685831622;28;1278;106233;;;Dominic Thiem;R;;AUT;21.1279945243;39;1024;7-6(4) 6-3;3;R32;76;15;2;66;35;32;17;11;0;1;1;3;60;42;27;11;10;1;3;;;;;;;;;;;;;;;;;;;;
2015-D076;Davis Cup WG PO: RUS vs ITA;Hard;4;D;20150918;2;104926;;;Fabio Fognini;R;178;ITA;28.3093771389;28;1300;126094;;;Andrey Rublev;R;;RUS;17.9000684463;176;279;7-6(8) 6-2 6-2;5;RR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2015-375;Montpellier;Hard;28;A;20150202;15;104755;4;;Richard Gasquet;R;185;FRA;28.6269678303;28;1350;106298;;WC;Lucas Pouille;R;;FRA;20.9418206708;115;486;6-3 7-6(6);3;R16;103;4;1;62;38;32;15;11;0;1;7;1;94;50;32;23;10;10;12;;;;;;;;;;;;;;;;;;;;
2015-321;Stuttgart;Grass;28;A;20150608;17;104678;8;;Viktor Troicki;R;193;SRB;29.3223819302;28;1242;100644;;WC;Alexander Zverev;R;;GER;18.1327857632;84;609;6-3 6-7(6) 6-3;3;R16;;8;1;93;69;56;12;16;1;2;7;4;94;63;46;12;14;6;9;;;;;;;;;;;;;;;;;;;;
2015-321;Stuttgart;Grass;28;A;20150608;23;104678;8;;Viktor Troicki;R;193;SRB;29.3223819302;28;1242;105032;;;Samuel Groth;R;;AUS;27.6358658453;66;753;7-6(3) 6-1;3;QF;;6;0;58;41;37;10;10;2;2;13;7;60;39;32;6;9;2;4;;;;;;;;;;;;;;;;;;;;
2015-7290;Estoril;Clay;28;A;20150427;27;104755;5;;Richard Gasquet;R;185;FRA;28.8569472964;28;1330;106401;7;;Nick Kyrgios;R;;AUS;20.0;46;980;6-3 6-2;3;F;65;4;2;49;32;30;9;9;3;3;2;3;50;35;22;8;8;3;6;;;;;;;;;;;;;;;;;;;;
2015-6932;Rio de Janeiro;Clay;32;A;20150216;5;104926;4;;Fabio Fognini;R;178;ITA;27.7344284736;28;1320;106210;;;Jiri Vesely;L;;CZE;21.6043805613;44;958;1-6 7-6(7) 6-1;3;R32;100;7;5;86;49;33;21;14;3;7;12;3;67;41;30;13;12;4;7;;;;;;;;;;;;;;;;;;;;
2015-321;Stuttgart;Grass;28;A;20150608;7;104678;8;;Viktor Troicki;R;193;SRB;29.3223819302;28;1242;106432;;;Borna Coric;R;;CRO;18.5626283368;41;1050;6-2 6-0;3;R32;;5;1;33;22;19;9;7;0;0;0;3;44;25;12;6;7;3;8;;;;;;;;;;;;;;;;;;;;
2012-747;Beijing;Hard;32;A;20121001;26;104252;;;Florian Mayer;R;190;GER;28.9911019849;29;1295;105585;;WC;Ze Zhang;R;;CHN;22.2450376454;165;306;6-3 6-4;3;QF;84;5;1;74;45;34;13;10;10;11;0;3;51;35;23;8;9;4;7;;;;;;;;;;;;;;;;;;;;
2012-741;Eastbourne;Grass;28;A;20120618;17;104259;7;;Philipp Kohlschreiber;R;178;GER;28.6735112936;29;1220;104779;;WC;Jamie Baker;R;;GBR;25.8699520876;200;256;6-2 3-6 6-3;3;R16;110;10;4;77;46;33;16;13;2;4;8;1;94;70;45;8;13;4;8;;;;;;;;;;;;;;;;;;;;
2013-316;Bastad;Clay;28;A;20130708;7;105777;5;;Grigor Dimitrov;R;188;BUL;22.1464750171;29;1330;111200;;WC;Elias Ymer;R;;SWE;17.2429842574;1032;8;5-7 6-2 6-4;3;R32;113;10;4;89;52;42;20;15;6;8;2;8;102;53;35;23;15;5;9;;;;;;;;;;;;;;;;;;;;
2013-6120;Nice;Clay;28;A;20130519;7;104926;6;;Fabio Fognini;R;178;ITA;25.9904175222;29;1345;106065;;Q;Marco Cecchinato;R;;ITA;20.6351813826;357;112;1-6 6-1 6-2;3;R32;93;3;0;73;42;32;10;11;2;5;2;1;78;56;31;11;11;6;11;;;;;;;;;;;;;;;;;;;;
2013-360;Casablanca;Clay;28;A;20130408;20;104731;2;;Kevin Anderson;R;203;RSA;26.8911704312;29;1190;105807;;Q;Pablo Carreno Busta;R;;ESP;21.7412731006;293;148;6-3 6-3;3;R16;62;8;0;46;33;28;7;9;1;2;2;3;53;29;19;9;9;2;6;;;;;;;;;;;;;;;;;;;;
2013-580;Australian Open;Hard;128;G;20130114;71;103781;26;;Jurgen Melzer;L;183;AUT;31.6495550992;29;1177;105138;;;Roberto Bautista Agut;R;;ESP;24.7529089665;56;786;6-7(4) 6-3 6-7(3) 6-3 6-2;5;R64;229;16;5;177;116;81;39;26;9;10;4;3;154;118;78;22;24;9;14;;;;;;;;;;;;;;;;;;;;
2014-6710;Dusseldorf;Clay;28;A;20140518;21;104259;1;;Philipp Kohlschreiber;R;178;GER;30.5900068446;29;1280;106243;;Q;Mate Delic;R;;CRO;20.6351813826;211;231;7-5 4-6 6-1;3;QF;104;9;3;82;57;42;13;14;3;5;2;1;98;68;41;18;15;5;10;;;;;;;;;;;;;;;;;;;;
2014-1536;Madrid Masters;Clay;56;M;20140504;46;103852;;;Feliciano Lopez;L;188;ESP;32.6214921287;29;1225;106233;;Q;Dominic Thiem;R;;AUT;20.6680355921;70;687; W/O;3;R16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014-316;Bastad;Clay;28;A;20140707;23;104269;3;;Fernando Verdasco;L;188;ESP;30.6420260096;29;1205;105807;8;;Pablo Carreno Busta;R;;ESP;22.9869952088;62;799;7-5 6-3;3;QF;88;2;3;67;43;34;14;11;1;1;3;1;53;29;22;13;10;1;3;;;;;;;;;;;;;;;;;;;;
2015-308;Munich;Clay;28;A;20150427;10;104926;8;;Fabio Fognini;R;178;ITA;27.9260780287;29;1285;105542;;LL;Bastian Trinker;U;;AUT;24.9609856263;371;119;6-2 7-6(3);3;R32;63;2;2;55;46;40;3;10;0;1;3;3;63;41;30;8;10;2;5;;;;;;;;;;;;;;;;;;;;
